ID;QUERY;CAT;DIFFICULTY;INT-ID;REL;EQV;COMMENT;;;;;;;;
ysqle-yahoo-78-10;adobe pdf converter driver;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Adobe_Systems;https://en.wikipedia.org/wiki/Portable_Document_Format;converter;driver;;;;
ysqle-yahoo-78-10;adobe pdf converter driver;ConQ;1;1;2;;;https://en.wikipedia.org/wiki/Adobe_Acrobat;driver;;;;;;
ysqle-yahoo-78-9;adobe pdf converter free download;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Adobe_Systems;https://en.wikipedia.org/wiki/Portable_Document_Format;converter;free download;;;;
ysqle-yahoo-78-9;adobe pdf converter free download;ConQ;1;1;2;;;https://en.wikipedia.org/wiki/Adobe_Acrobat;free download;;;;;;
ysqle-yahoo-78-5;adobe pdf converter printer;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Adobe_Systems;https://en.wikipedia.org/wiki/Portable_Document_Format;converter;printer;;;;
ysqle-yahoo-78-5;adobe pdf converter printer;ConQ;1;1;2;;;https://en.wikipedia.org/wiki/Adobe_Acrobat;printer;;;;;;
ysqle-yahoo-78-11;adobe pdf converter to word;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Adobe_Systems;https://en.wikipedia.org/wiki/Portable_Document_Format;converter;to;https://en.wikipedia.org/wiki/Microsoft_Word;;;
ysqle-yahoo-78-11;adobe pdf converter to word;ConQ;1;1;2;;;https://en.wikipedia.org/wiki/Adobe_Acrobat;to;https://en.wikipedia.org/wiki/Microsoft_Word;;;;;
ysqle-trec-2010-54-0;adopting a dog;ConQ;1;0;3;;;adopting;a dog;;;;;;
ysqle-trec-2013-78-0;advantages of junk food;ConQ;1;0;2;;;advantages;of;junk food;;;;;
ysqle-yahoo-322-2;adventure time;ConQ, LQ;2;0;3;;;https://en.wikipedia.org/wiki/Adventure_Time;;;;;;;
ysqle-yahoo-322-2;adventure time;ConQ, LQ;2;1;2;;;https://en.wikipedia.org/wiki/Adventure_Time_(1967_TV_series);;;;;;;
ysqle-yahoo-322-2;adventure time;ConQ, LQ;2;2;2;;;https://en.wikipedia.org/wiki/Adventure_Time_(1959_TV_series);;;;;;;
ysqle-yahoo-322-2;adventure time;ConQ, LQ;2;3;1;;Current time at place Adventure in Guyana;https://en.wikipedia.org/wiki/Adventure,_Guyana;time;;;;;;
ysqle-yahoo-322-2;adventure time;ConQ, LQ;2;4;1;;Adventure activities at Time, Illinois;adventure;https://en.wikipedia.org/wiki/Time,_Illinois;;;;;;
ysqle-yahoo-322-2;adventure time;ConQ, LQ;2;5;1;;Adventure activities at Time, Norway;adventure;https://en.wikipedia.org/wiki/Time,_Norway;;;;;;
ysqle-yahoo-322-3;adventure time hat;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Adventure_Time;hat;;;;;;
ysqle-yahoo-322-3;adventure time hat;ConQ;2;1;2;;;https://en.wikipedia.org/wiki/Adventure_Time_(1967_TV_series);hat;;;;;;
ysqle-yahoo-322-3;adventure time hat;ConQ;2;2;2;;;https://en.wikipedia.org/wiki/Adventure_Time_(1959_TV_series);hat;;;;;;
ysqle-trec-2013-115-0;advice for technology start-up;ConQ;1;0;3;;;advice;for;technology start-up;;;;;
ysqle-yahoo-1-4;aetna;LQ;2;0;3;;;https://en.wikipedia.org/wiki/Aetna;;;;;;;
ysqle-yahoo-1-4;aetna;LQ;2;1;3;;;https://en.wikipedia.org/wiki/Aetna_(city);;;;;;;
ysqle-yahoo-1-4;aetna;LQ;2;2;3;;;https://en.wikipedia.org/wiki/Aetna_(nymph);;;;;;;
ysqle-yahoo-1-4;aetna;LQ;2;3;3;;;https://en.wikipedia.org/wiki/Aetna,_Alberta;;;;;;;
ysqle-yahoo-1-4;aetna;LQ;2;4;3;;;https://en.wikipedia.org/wiki/Aetna,_Craighead_County,_Arkansas;;;;;;;
ysqle-yahoo-1-4;aetna;LQ;2;5;3;;;https://en.wikipedia.org/wiki/Aetna_(Gary);;;;;;;
ysqle-yahoo-1-4;aetna;LQ;2;6;3;;;https://en.wikipedia.org/wiki/Aetna,_Kansas;;;;;;;
ysqle-yahoo-1-4;aetna;LQ;2;7;3;;;https://en.wikipedia.org/wiki/Aetna,_Michigan;;;;;;;
ysqle-yahoo-1-4;aetna;LQ;2;8;3;;;https://en.wikipedia.org/wiki/Aetna,_Hickman_County,_Tennessee;;;;;;;
ysqle-yahoo-1-4;aetna;LQ;2;9;1;;;https://en.wikipedia.org/wiki/Mount_Etna;;;;;;;
ysqle-yahoo-178-0;aetv;LQ;1;0;3;;;https://en.wikipedia.org/wiki/A%26E_(TV_channel);;;;;;;
ysqle-trec-2010-147-1;afghanistan history;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Afghanistan;history;;;;;;
ysqle-trec-2010-147-1;afghanistan history;ConQ;2;1;2;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/History_(band);;;;;;
ysqle-trec-2010-147-1;afghanistan history;ConQ;2;2;2;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/History_(Alphaville_album);;;;;;
ysqle-trec-2010-147-1;afghanistan history;ConQ;2;3;2;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/History_(controller.controller_album);;;;;;
ysqle-trec-2010-147-1;afghanistan history;ConQ;2;4;2;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/History_(Dune_album);;;;;;
ysqle-trec-2010-147-1;afghanistan history;ConQ;2;5;2;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/History_(Jon_English_album);;;;;;
ysqle-trec-2010-147-1;afghanistan history;ConQ;2;6;2;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/History_(Loudon_Wainwright_III_album);;;;;;
ysqle-trec-2010-147-1;afghanistan history;ConQ;2;7;2;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/History_(Matthew_West_album);;;;;;
ysqle-trec-2010-147-1;afghanistan history;ConQ;2;8;2;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/HIStory:_Past,_Present_and_Future,_Book_I;;;;;;
ysqle-trec-2010-147-1;afghanistan history;ConQ;2;9;2;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/History:;;;;;;
ysqle-trec-2010-147-0;afghanistan war;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Afghanistan;war;;;;;;
ysqle-trec-2010-147-0;afghanistan war;ConQ;2;1;1;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/War_(band);;;;;;
ysqle-trec-2010-147-0;afghanistan war;ConQ;2;2;1;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/War_(Swedish_band);;;;;;
ysqle-trec-2010-147-0;afghanistan war;ConQ;2;3;1;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/War_(Bolt_Thrower_album);;;;;;
ysqle-trec-2010-147-0;afghanistan war;ConQ;2;4;1;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/War_(Born_from_Pain_album);;;;;;
ysqle-trec-2010-147-0;afghanistan war;ConQ;2;5;1;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/War_(U2_album);;;;;;
ysqle-trec-2010-147-0;afghanistan war;ConQ;2;6;1;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/War_(War_album);;;;;;
ysqle-trec-2010-147-0;afghanistan war;ConQ;2;7;1;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/W.A.R._(We_Are_Renegades);;;;;;
ysqle-trec-2010-147-0;afghanistan war;ConQ;2;8;1;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/War_(2002_film);;;;;;
ysqle-trec-2010-147-0;afghanistan war;ConQ;2;9;1;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/War_(2007_film);;;;;;
ysqle-trec-2010-147-0;afghanistan war;ConQ;2;10;1;;;https://en.wikipedia.org/wiki/Afghanistan;https://en.wikipedia.org/wiki/War_(2014_film);;;;;;
ysqle-trec-2012-59-0;air condition roof;ConQ;1;0;3;;;air condition;roof;;;;;;
